Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Humboldt Park,23,Multifamily,Rosa Parks Apts.,601 N. Drake Ave,60624,773-227-6332,Bickerdike Apts.,6,1152648.9780603442,1903805.8046822094,41.8919016207,-87.714839929,"(41.8919016207, -87.714839929)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,521 N. St. Louis Ave.,60624,773-227-6332,Bickerdike Apts.,6,1152991.42864546,1903446.1554626275,41.8909079269,-87.7135917923,"(41.8909079269, -87.7135917923)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,526 N. St. Louis Ave.,60624,773-227-6332,Bickerdike Apts.,12,1152910.964133507,1903460.2124746686,41.8909480951,-87.7138869273,"(41.8909480951, -87.7138869273)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,532 N. Trumbull Ave.,60624,773-227-6332,Bickerdike Apts.,15,1153240.1838587816,1903567.2655607152,41.8912353311,-87.7126750163,"(41.8912353311, -87.7126750163)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,541 N. Homan Ave.,60624,773-227-6332,Bickerdike Apts.,27,1153649.6031109842,1903659.5203804784,41.891480351,-87.7111689514,"(41.891480351, -87.7111689514)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,3341 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,16,1153814.923967682,1903755.6500943932,41.8917408493,-87.7105592395,"(41.8917408493, -87.7105592395)"
Humboldt Park,23,Supportive/Veterans,Hope Manor Apts.,3053 W. Franklin Blvd.,60612,773-475-6703,Volunteers of America Illinois,50,1155690.8006221175,1903132.1533014546,41.8899923467,-87.7036867659,"(41.8899923467, -87.7036867659)"
Humboldt Park,23,Senior,North & Pulaski Senior Housing,3939-59 W. North Ave.,60647,773-687-0234,Hispanic Housing Dev. Corp.,72,1149678.04231574,1910302.3385285835,41.9097870143,-87.7255819184,"(41.9097870143, -87.7255819184)"
Humboldt Park,23,Disabled/Homeless,West Humboldt Place,3543 W. Chicago Ave.,60651,773-826-1230,Childrens Place Association,13,1152439.7235514063,1905064.2204367737,41.8953589753,-87.7155751576,"(41.8953589753, -87.7155751576)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3554 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1152342.7276052458,1903805.745479267,41.8919075104,-87.7159646599,"(41.8919075104, -87.7159646599)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3525 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1152627.179346222,1903731.7021087455,41.891698707,-87.7149219479,"(41.891698707, -87.7149219479)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3500 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1152924.3434480834,1903817.948502331,41.8919294934,-87.7138283059,"(41.8919294934, -87.7138283059)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,614 N. Spaulding Ave.,60624,773-227-6332,Bickerdike Apts.,6,1154224.541761808,1903987.9196760752,41.8923700513,-87.7090486845,"(41.8923700513, -87.7090486845)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3224 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1154618.054624338,1903853.4400290821,41.8919931605,-87.7076070703,"(41.8919931605, -87.7076070703)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,607 N. Sawyer Ave.,60624,773-227-6332,Bickerdike Apts.,6,1154639.5479713264,1903911.9929725735,41.8921534052,-87.7075265659,"(41.8921534052, -87.7075265659)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,505 N. Troy St.,60612,773-227-6332,Bickerdike Apts.,6,1155324.8837128647,1903322.6402453016,41.8905224214,-87.7050254597,"(41.8905224214, -87.7050254597)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,528 N. Troy St.,60624,773-227-6332,Bickerdike Apts.,3,1155237.315582852,1903580.6849842677,41.8912322799,-87.7053401173,"(41.8912322799, -87.7053401173)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,526 N. Troy St.,60624,773-227-6332,Bickerdike Apts.,6,1155237.9587949093,1903558.990556119,41.8911727354,-87.7053383382,"(41.8911727354, -87.7053383382)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3108 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155507.6505134571,1903207.9467011332,41.890204017,-87.7043573374,"(41.890204017, -87.7043573374)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3114 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155445.1763388533,1903206.4999891939,41.8902013035,-87.7045868112,"(41.8902013035, -87.7045868112)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3118 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155403.5319124167,1903205.5310607017,41.8901994819,-87.7047397754,"(41.8901994819, -87.7047397754)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3145 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155134.6932931277,1903119.2603696918,41.8899681469,-87.7057293959,"(41.8899681469, -87.7057293959)"
Hyde Park,41,Multifamily,Hyde Park Apts.,5330 S. Harper Ave.,60615,773-955-2610,"DRE, Inc.",36,1187148.2339917526,1870068.2507340526,41.7985717841,-87.5892145402,"(41.7985717841, -87.5892145402)"
Hyde Park,41,ARO,5432-44 S. Woodlawn,5432 S. Woodlawn Ave.,60615,312-480-0933,Chicago Apartment Finders,10,1185102.5613347285,1869464.413134199,41.7969631559,-87.5967353133,"(41.7969631559, -87.5967353133)"
Hyde Park,41,ARO,Vue53,1330 E. 53rd St.,60615,773-355-4972,Peak Campus,27,1185905.3198008323,1870431.451630648,41.7995978694,-87.5937610369,"(41.7995978694, -87.5937610369)"
Hyde Park,41,ARO,City Hyde Park,5105 S. Harper Ave.,60615,773-548-5077,Mac Properties,36,1187193.9075670699,1871412.920579398,41.8022605699,-87.5890043476,"(41.8022605699, -87.5890043476)"
Irving Park,16,Senior,Senior Residence at Kedzie,4054 N. Kedzie Ave.,60618,773-381-7400,G&A Management,51,1154285.6870925426,1927005.6427548034,41.9555313337,-87.7082078565,"(41.9555313337, -87.7082078565)"
Jefferson Park,11,Senior,Senior Suites of Jefferson Park,5400 N. Northwest Hwy.,60630,773-775-7333,Senior Lifestyle Corp.,73,1136226.971295093,1935211.1854214636,41.9783903918,-87.7743995653,"(41.9783903918, -87.7743995653)"
Kenwood,39,Multifamily,Jazz on the Boulevard (scattered sites),4657 S. Drexel Blvd,60653,312-660-1300,Heartland Housing,81,1183149.4551670926,1874094.4100914083,41.8097139386,-87.6037533683,"(41.8097139386, -87.6037533683)"
Kenwood,39,Multifamily,Drexel Preservation,837 E. 47th St.,60653,773-624-4901,MLG Management,39,1182801.3254214067,1873991.9476500086,41.8094408765,-87.6050334227,"(41.8094408765, -87.6050334227)"
Lakeview,6,Senior,Renaissance St. Luke Greenview Place,1501 W. Melrose St.,60657,773-525-1501,"RRG Development, Inc.",155,1165704.8480373912,1921625.293870648,41.9405311557,-87.6663826053,"(41.9405311557, -87.6663826053)"
Lakeview,6,Supportive,Buffet Place,3208 N. Shefield Ave.,60657,312-572-5272,Thresholds,51,1169002.9432991273,1921540.7596174988,41.9402281368,-87.6542634882,"(41.9402281368, -87.6542634882)"
Lakeview,6,Senior LGBTQ,Town Hall Apts.,3600 N. Halsted St.,60613,773-472-6463,Heartland Houing Inc.,79,1170240.9300695786,1924164.846874417,41.947401735,-87.6496365844,"(41.947401735, -87.6496365844)"
Lakeview,6,ARO,Viridian on Sheridan,734 W. Sheridan Rd.,60613,847-250-4900,rmk Management,2,1170305.6618076216,1926158.0310532541,41.9528696876,-87.6493401794,"(41.9528696876, -87.6493401794)"
Lakeview,6,ARO,Clarkview Apts.,3228 N. Clark St.,60657,773-562-6149,Glascott Realty,2,1169778.2110071601,1921699.271865131,41.9406462133,-87.6514095081,"(41.9406462133, -87.6514095081)"
Lakeview,6,ARO,927 W. Irving,927 W. Irving Park Rd.,60613,773-665-0103,DLG Management,1,1169246.1256515747,1926706.6233709217,41.9543981834,-87.6532190636,"(41.9543981834, -87.6532190636)"
Lincoln Square,4,ARO,Ravenswood Terrace,1801-15 W. Argyle St.,60640,773-444-8733,Kass Management,15,1163292.3820168145,1933204.7028903547,41.9723567701,-87.6749222533,"(41.9723567701, -87.6749222533)"
Lincoln Square,4,ARO,The Westner,4618 N. Western Ave.,60625,773-975-7234,Kass Management,2,1159495.4068958515,1930676.175600869,41.9654975932,-87.6889543312,"(41.9654975932, -87.6889543312)"
Logan Square,22,Multifamily,Rev. Daniel Alvarez Apts.,2451-57 N. Sacramento Ave.,60612,773-772-4063,Hispanic Housing Dev. Corp.,96,1155995.815179278,1916357.8444731145,41.926278629,-87.7022092387,"(41.926278629, -87.7022092387)"
Logan Square,22,Senior,Renaissance West,2517 W. Fullerton Ave.,60647,773-862-2500,Renaissance Realty Group Inc.,41,1159142.5632841722,1915828.5607318971,41.9247620985,-87.6906609777,"(41.9247620985, -87.6906609777)"
Logan Square,22,Multifamily,Zapata Apts.,3230 W. Armitage Ave,60647,773-227-6332,Bickerdike Apartments,100,1154370.984515238,1913144.8796982756,41.9174946519,-87.7082658078,"(41.9174946519, -87.7082658078)"
Logan Square,22,Multifamily,Zapata Apts.,3503 W. Armitage Ave,60647,773-227-6332,Bickerdike Apartments,12,1152897.6344778591,1913030.1929008735,41.9172092811,-87.713682006,"(41.9172092811, -87.713682006)"
Logan Square,22,Multifamily,Zapata Apts.,1955 N. St. Louis Ave.,60647,773-227-6332,Bickerdike Apartments,3,1152977.1963052873,1913047.5159342072,41.9172552391,-87.7133892335,"(41.9172552391, -87.7133892335)"
Logan Square,22,Multifamily,Zapata Apts.,3734 W. Cortland St.,60647,773-227-6332,Bickerdike Apartments,30,1151016.2570625048,1912402.356670404,41.9155235348,-87.720610728,"(41.9155235348, -87.720610728)"
Logan Square,22,ARO,2211 N. Milwaukee Ave.,2201-31 N. Milwaukee Ave.,60647,773-327-4975,33 Management LLC,12,1158283.9804758646,1914416.079800735,41.9209037608,-87.6938544995,"(41.9209037608, -87.6938544995)"
Logan Square,22,ARO,2501 Armitage,2501 W. Armitage Ave.,60647,312-255-1153,Tandem Property Management,8,1159374.1192553157,1913163.3687141843,41.9174438523,-87.689883619,"(41.9174438523, -87.689883619)"
Logan Square,22,ARO,MiCA,2733 W. Belden Ave.,60647,312-702-2519,2293NMA LLC,22,1157492.6425837276,1915110.0937663715,41.922824344,-87.6967431262,"(41.922824344, -87.6967431262)"
Logan Square,22,ARO,2400 Cortland,2404-14 W. Cortland St.,60647,312-489-1600,Laramar Group,2,1159990.635041397,1912594.266882953,41.9158694795,-87.6876342671,"(41.9158694795, -87.6876342671)"
Logan Square,22,ARO,1955 Richmond Place,1955 N. Richmond St.,60647,847-542-0442,@properties,3,1156536.7415282296,1913073.8709190362,41.9172562069,-87.7003106605,"(41.9172562069, -87.7003106605)"
Logan Square,22,ARO,Noca Blu,2328-48 N. California Ave.,60647,707-483-8708,Pinnacle Living,14,1157275.9177105883,1915411.8679190113,41.9236568473,-87.6975312257,"(41.9236568473, -87.6975312257)"
Loop,32,Multifamily,Randolph Tower City Apts. (studios only),188 W. Randolph St.,60601,312-291-8679,Village Green Management Co.,16,1174747.57210376,1901307.2524319694,41.884579663,-87.6337568335,"(41.884579663, -87.6337568335)"
Lower West Side,31,Multifamily,Casa Puebla,2014 S. Racine Ave.,60608,312-666-1323,The Resurrection Project,63,1168646.2965818448,1890365.9909551519,41.8546902787,-87.6564782084,"(41.8546902787, -87.6564782084)"
Lower West Side,31,Multifamily,Casa Guerrero,963 W Cullerton St.,60608,312-666-1323,The Resurrection Project,52,1170238.8058330964,1890555.1686823391,41.8551748018,-87.6506275348,"(41.8551748018, -87.6506275348)"
Lower West Side,31,Multifamily,Casa Oaxaca,1714 W. 19th St.,60608,312-666-1323,The Resurrection Project,25,1165132.942698977,1890827.8270715745,41.8560328733,-87.6693605655,"(41.8560328733, -87.6693605655)"
Lower West Side,31,Senior,Casa Maravilla,2021 S. Morgan St.,60608,312-666-1323,The Resurrection Project,5,1170051.208277346,1890349.586619211,41.8546147585,-87.6513220922,"(41.8546147585, -87.6513220922)"
Lower West Side,31,Multifamily,Casa Chiapas,1712 W. 17th St.,60608,312-666-1323,The Resurrection Project,72,1165119.3725775955,1891824.7393224898,41.8587687803,-87.6693820787,"(41.8587687803, -87.6693820787)"
Lower West Side,31,Multifamily,Casa Morelos,2015 S. Morgan St.,60608,312-666-1323,The Resurrection Project,4,1170049.3364337627,1890417.7841083359,41.8548019389,-87.6513269744,"(41.8548019389, -87.6513269744)"
Lower West Side,31,Multifamily,Casa Tabasco,2014 S. Racine Ave.,60608,312-850-1935,The Resurrection Project,45,1168646.2965818448,1890365.9909551519,41.8546902787,-87.6564782084,"(41.8546902787, -87.6564782084)"
Lower West Side,31,Multifamily,Casa Monterrey,967 W. 19th St.,60608,312-666-1323,The Resurrection Project,4,1170202.3560892306,1891062.3128613762,41.8565672424,-87.6507465232,"(41.8565672424, -87.6507465232)"
Lower West Side,31,Multifamily,Casa San Luis,1646-50 S. Throop St.,60608,312-666-1323,The Resurrection Project,12,1167939.6414499104,1891689.480276964,41.8583373045,-87.6590337725,"(41.8583373045, -87.6590337725)"
Lower West Side,31,Multifamily,Casa Guanajuato,1313 W. 19th St.,60608,312-666-1323,The Resurrection Project,6,1167849.0484338359,1890829.498763404,41.8559793927,-87.6593910822,"(41.8559793927, -87.6593910822)"
Lower West Side,31,Multifamily,Casa Colima,1427 W. Cullerton St.,60608,312-666-1323,The Resurrection Project,3,1167051.0217178338,1890476.2134995756,41.8550270973,-87.6623303609,"(41.8550270973, -87.6623303609)"
Lower West Side,31,Multifamily,Resurrection Homes,2124 W. 19th St.,60608,312-666-1323,The Resurrection Project,5,1162389.3126571784,1890761.0885235704,41.8559075141,-87.6794329233,"(41.8559075141, -87.6794329233)"
Lower West Side,31,Multifamily,Casa Queretaro,2012 W. 17th St.,60608,312-666-1323,The Resurrection Project,45,1163154.261486676,1891768.7798753935,41.8586566959,-87.6765968934,"(41.8586566959, -87.6765968934)"
Lower West Side,31,ARO,Woodwork Lofts,1414-48 W. 21st St.,60608,312-576-7392,Stellar Performance Inc.,10,1167176.940686934,1890229.8386293727,41.8543483216,-87.6618752556,"(41.8543483216, -87.6618752556)"
Montclare,18,Senior,The Montclare Senior Residences,6650 W. Belden Ave.,60707,773-237-3831,Pacific Management Inc.,7,1131547.9315415001,1914379.4156676917,41.9213082228,-87.792090958,"(41.9213082228, -87.792090958)"
Montclare,18,ARO,"6602, 6614 W. Diversey","6602,6614 W. Diversey Ave.",60707,708-867-3799,Zitella Development,3,1131884.3721412525,1917931.506877665,41.9310497553,-87.7907721868,"(41.9310497553, -87.7907721868)"
Montclare,18,ARO,2931-57 N. Harlem LLC,2931-57 N. Harlem Ave.,60707,708-867-3799,Zitella Development,5,1127615.033474909,1918797.8863199737,41.9335002731,-87.8064419298,"(41.9335002731, -87.8064419298)"
Montclare,18,ARO,Harlem & Wrightwood,2601-19 N. Harlem Ave.,60707,312-671-0777,NOAH Properties,2,1127689.8729436453,1916489.6152564737,41.9271648255,-87.8062190443,"(41.9271648255, -87.8062190443)"
Near North Side,8,Multifamily,Parkside-I Rental,545 W. Division St.,60610,312-944-8500,Holsten Management Corp.,116,1172154.2889429512,1908220.9975412255,41.9036090085,-87.6430753954,"(41.9036090085, -87.6430753954)"
Near North Side,8,Multifamily,Parkside of Old Town Phase IIA,544 W. Oak St.,60610,312-640-6032,Holsten Real Estate Dev. Corp.,111,1172196.0320095103,1907097.5331471777,41.9005252379,-87.6429552753,"(41.9005252379, -87.6429552753)"
Near North Side,8,Multifamily,North Town Village II,1311 N. Halsted St.,60642,312-944-9488,Holsten Real Estate Dev. Corp.,112,1170813.0619101573,1908876.8619034237,41.9054382467,-87.6479827434,"(41.9054382467, -87.6479827434)"
Near North Side,8,Supportive Housing,The Midwest/Carroll Park Apts.,1333 N. Kingsbury St.,60622,312-337-5339,Holsten Real Estate Dev. Corp.,40,1170359.4541896505,1908979.9292605727,41.9057310023,-87.6496459664,"(41.9057310023, -87.6496459664)"
Near North Side,8,ARO,Xavier Chicago,625 W. Division St.,60622,312-642-2279,Greystar Property Management,24,1171812.2504586265,1908210.3876526821,41.9035874398,-87.6443320836,"(41.9035874398, -87.6443320836)"
Near North Side,8,Multifamily,Parkside of Old Town IIB,459 W. Division St.,60622,312=944-8500,Holsten Real Estate Dev. Corp.,94,1172865.27076405,1908241.2365126673,41.9036488171,-87.6404632193,"(41.9036488171, -87.6404632193)"
Near North Side,8,Multfamily,Parkside of Old Town IIB,1151 N. Cleveland Ave.,60622,312-944-8500,Holsten Real Estate Dev. Corp.,12,1172709.4077269707,1907999.7874723207,41.902989721,-87.6410428925,"(41.902989721, -87.6410428925)"
Near North Side,8,Multifamily,Clybourn 1200,1200 N. Clybourn Ave.,60622,312-477-7442,Interstate Realty Management Co.,52,1173039.7455326011,1908293.945525087,41.9037895847,-87.6398207738,"(41.9037895847, -87.6398207738)"
Near North Side,8,Supportive,Carling Hotel,1512 N. LaSalle St.,60610,312-421-1170,Interstate Realty Management Co.,80,1174812.4459298386,1910422.213335071,41.9095901427,-87.6332454838,"(41.9095901427, -87.6332454838)"
Near North Side,8,ARO,Atrium at Old Town Park,300 W. Hill St.,60610,312-642-8707,Omni Group,41,1174106.1035957385,1907721.5734732654,41.9021952433,-87.6359209164,"(41.9021952433, -87.6359209164)"
Near South Side,33,Senior,Senior Suites of Central Station,1400 S. Indiana Ave.,60605,312-913-9333,Senior Lifestyle Corp.,276,1177842.0936783925,1893842.680241957,41.8640266649,-87.622620427,"(41.8640266649, -87.622620427)"
Near South Side,33,Supportive Housing,The Studios,1801 S. Wabash St.,60616,312-326-5200,East Lake Management Co.,96,1177086.6977832485,1891564.720194449,41.857792921,-87.6254623688,"(41.857792921, -87.6254623688)"
Near South Side,33,Multifamily,Hilliard Homes Phase I,2030 S. State St.,60616,312-225-7610,Holsten Real Estate Dev. Corp.,170,1176604.642296739,1890373.5034965982,41.854535033,-87.6272677388,"(41.854535033, -87.6272677388)"
Near South Side,33,Senior,Hilliard Homes Phase I,30 W. Cermak Road,60616,312-326-1455,Holsten Real Estate Dev. Corp.,151,1176346.441206223,1889816.861403971,41.8530133902,-87.628232211,"(41.8530133902, -87.628232211)"
Near South Side,33,Multifamily,Hilliard Homes Phase II,2031 S. Clark St.,60616,312-326-1455,Holsten Management Corp.,176,1175862.8657496881,1890322.361118107,41.8544114001,-87.6299918764,"(41.8544114001, -87.6299918764)"
Near South Side,33,Senior,Hilliard Homes Phase II,30 W. Cermak Road,60616,312-326-1466,Holsten Management Corp.,151,1176346.441206223,1889816.861403971,41.8530133902,-87.628232211,"(41.8530133902, -87.628232211)"
Near South Side,33,Senior,G&A Senior Residences at Eastgate Village,300 E. 26th Street,60616,773-381-7400,Eastgate Village Partners LP,127,1178501.1617860266,1887204.439847358,41.8457959044,-87.6204033747,"(41.8457959044, -87.6204033747)"
Near West Side,28,Multifamily,Westhaven Park Phase IIA,2237 W. Maypole Ave.,60612,312-455-0009,Interstate Realty Management Co.,92,1161390.3474516731,1900920.9664023356,41.8838079875,-87.6828170157,"(41.8838079875, -87.6828170157)"
Near West Side,28,Multifamily,Westhaven Park Phase IIB,110 N. Wood St.,60612,312-491-1114,Interstate Realty Management Co.,176,1164349.325312463,1900851.1201508911,41.8835542602,-87.6719533672,"(41.8835542602, -87.6719533672)"
Near West Side,28,Multifamily,Westhaven Park Phase IIC,1939 W. Lake St.,60612,312-455-0009,Interstate Realty Management Co.,42,1163284.2573568304,1901334.7365981778,41.8849038015,-87.6758507682,"(41.8849038015, -87.6758507682)"
North Lawndale,29,Supportive Housing,Independence Apts.,927 S. Independence Blvd.,60624,773-549-8300,Realty & Mortgage Co.,58,1151446.0748254498,1895529.681933545,41.8692147569,-87.7194750917,"(41.8692147569, -87.7194750917)"
Near West Side,28,Multifamily,Roosevelt Square Phase I /ABLA Rental,1222 W. Roosevelt Road,60607,312-948-0116,Related Management Co. LP,105,1168285.1327187584,1894881.9846013894,41.8670903488,-87.6576733813,"(41.8670903488, -87.6576733813)"
Near West Side,28,Senior,Roosevelt Place,1401 W. Roosevelt Road,60608,312-733-2436,"East Lake Management Group, Inc.",181,1167191.3960007455,1894769.7970191787,41.866806049,-87.6616918421,"(41.866806049, -87.6616918421)"
Near West Side,28,Senior,Loomis Court,1314 W. 15th St.,60608,312-850-4128,CHA,68,1167767.3949669574,1892902.5811651663,41.8616698673,-87.659631083,"(41.8616698673, -87.659631083)"
Near West Side,28,Multifamily,Newberry Park Apts.,1355 S. Blue Island Ave.,60608,312-563-0099,AIMCO,124,1168817.2778686853,1893757.841159408,41.8639940988,-87.6557523872,"(41.8639940988, -87.6557523872)"
Near West Side,28,Multifamily,Near West Side Apts.,216 S. Hoyne Ave.,60612,312-738-2280,Baker-Simmons Apartments,84,1162403.5672647401,1898857.8894641905,41.8781255904,-87.6791541271,"(41.8781255904, -87.6791541271)"
Near West Side,28,Multifamily,St. Andrew's Court,50 N. Hoyne Ave.,60612,312-226-7620,St. Andrew's Court LP,15,1162359.526334929,1900563.4445682655,41.8828067022,-87.6792681084,"(41.8828067022, -87.6792681084)"
Near West Side,28,Multifamily,Jackson Square West End,2425 W. Adams St.,60612,312-492-6645,East Lake Management Co.,115,1160165.7461984286,1898949.649577087,41.8784239004,-87.6873683543,"(41.8784239004, -87.6873683543)"
Near West Side,28,Supportive,Harvest Commons,1519 W. Warren Blvd.,60607,312-660-1354,Heartland Houisng Inc.,89,1165979.2995774737,1900396.393421699,41.8822718277,-87.6659809767,"(41.8822718277, -87.6659809767)"
Near West Side,28,Supportive,Lake Street Studios,727 W. Lake St.,60661,312-274-8200,Interfaith Housing Corp.,61,1171177.9741036717,1901637.3954510768,41.885564701,-87.6468550832,"(41.885564701, -87.6468550832)"
Near West Side,28,Multifamily,City Gardens,320 S. Maplewood Ave.,60612,844-842-2779,Interstate Realty Management Co.,76,1159392.5066662028,1898418.3701020337,41.8769819546,-87.6902221443,"(41.8769819546, -87.6902221443)"
New City,61,Multifamily,Senior Suites of New City,4845 S. Western Blvd.,60609,773-523-9333,Senior Lifestyle Corp.,115,1161385.3739578223,1872314.958613434,41.8053101773,-87.6836299382,"(41.8053101773, -87.6836299382)"
New City,61,Senior,West Haven Homes,850 W. Garfield Blvd.,60609,773-536-3057,"Universal Management Service, Inc.",110,1171337.269424133,1868414.146219006,41.7943936951,-87.6472446717,"(41.7943936951, -87.6472446717)"
New City,61,Senior,New City Supportive Living,4707 S. Marshfield Ave.,60609,773-376-1223,BMA Management Ltd.,101,1166174.2753144219,1873464.518118208,41.8083640191,-87.666033435,"(41.8083640191, -87.666033435)"
New City,61,Multifamily,Casa Hidalgo,4600 S. Wood St.,60609,312-248-8355,The Resurrection Project,10,1165081.399976435,1874156.2607611653,41.8102854563,-87.6700222697,"(41.8102854563, -87.6700222697)"
North Center,5,Senior,North Center Senior Apts.,2324 W. Irving Park Road,60618,773-478-8900,"Metroplex, Inc.",60,1160064.9005808276,1926543.1808314822,41.9541446663,-87.6869750499,"(41.9541446663, -87.6869750499)"
North Center,5,ARO,1911-21 W. Irving Park Rd.,1911-21 W. Irving Park Rd.,60613,312-285-3749,Campell Street Asset Management Inc.,2,1162826.370862338,1926537.7081131416,41.9540720487,-87.6768236931,"(41.9540720487, -87.6768236931)"
North Lawndale,29,Senior,Roosevelt Towers,3440 W. Roosevelt Road,60624,773-265-6961,"East Lake Management Group, Inc.",104,1153440.1241936614,1894532.7749594802,41.8664397713,-87.7121808603,"(41.8664397713, -87.7121808603)"
North Lawndale,29,Senior,Tabernacle Apts.,3836 W. Cermak Road,60623,773-762-3389,Lawndale Christian Residential Svcs.,126,1150987.190267074,1889144.7486111482,41.8517027368,-87.7213268803,"(41.8517027368, -87.7213268803)"
North Lawndale,29,Multifamily,Lazarus Apartments,1859 S. Pulaski Ave.,60623,773-762-3389,Lawndale Christian Residential Svcs.,26,1150056.0629614652,1890463.503159668,41.8553397217,-87.7247100763,"(41.8553397217, -87.7247100763)"
North Lawndale,29,Multifamily,Dicksons Estates Apts.,1129 S. Sacramento Ave.,60612,773-638-0386,Dickson Estates Apartments,48,1156574.0087372132,1894894.5102467015,41.8673696101,-87.7006662254,"(41.8673696101, -87.7006662254)"
North Lawndale,29,Multifamily,Praise Apts.,1859 S. Pulaski Road,60623,773-762-3389,Lawndale Christian Residential Svcs.,11,1150056.0629614652,1890463.503159668,41.8553397217,-87.7247100763,"(41.8553397217, -87.7247100763)"
North Lawndale,29,Multifamily,Fountain View Apts.,1331 S. Independence Blvd.,60623,773-762-3389,Lawndale Christian Residential Svcs.,32,1151511.1578080195,1893415.133168019,41.8634109156,-87.7192916814,"(41.8634109156, -87.7192916814)"
North Lawndale,29,Multifamily,Lawndale Restoration II Apts. (scattered sites),10 N. Hamlin Ave.,60613,312-337-5339,Holsten Management Corp.,170,1151024.3417191259,1899855.0564051233,41.8810923305,-87.7209100899,"(41.8810923305, -87.7209100899)"
North Lawndale,29,Multifamily,Dr. King Apts.,1550 S. Hamlin Ave.,60623,773-776-7233,Lawndale Christian Residential Svcs.,45,1151263.6234547235,1891891.9301081835,41.8592359223,-87.720240298,"(41.8592359223, -87.720240298)"
North Lawndale,29,Supportive/HIV/AIDS,Hope House,1251 S. Sawyer Ave.,60623,773-935-4663,"AIDSCare, Inc.",80,1154939.0234203928,1893956.6797284372,41.8648290106,-87.7066936632,"(41.8648290106, -87.7066936632)"
North Lawndale,29,Supportive/Youth/Kinship Families,Sankofa House,4041 W. Roosevelt Road,60624,773-257-8800,Interfaith Housing Corp.,32,1149479.8229627917,1894358.7814178746,41.8660400256,-87.7267241437,"(41.8660400256, -87.7267241437)"
North Lawndale,29,Multifamily,Dicksons Estates Apts.,1129 S. Sacramento Ave.,60612,773-638-0386,Dickson Estates Apartments,42,1156574.0087372132,1894894.5102467015,41.8673696101,-87.7006662254,"(41.8673696101, -87.7006662254)"
North Lawndale,29,Multifamily,Renaissance Place Apts.,3128 W. Douglas Blvd.,60623,773-762-3389,Lawndale Christian Residential Svcs.,11,1155600.259703129,1893326.919926386,41.8630876114,-87.7042831894,"(41.8630876114, -87.7042831894)"
North Lawndale,29,Multifamily,Resurrection Homes,1910 S. Albany Ave.,60623,312-248-8355,The Resurrection Project,2,1155952.7147554972,1890430.854230329,41.8551333961,-87.7030673957,"(41.8551333961, -87.7030673957)"
North Lawndale,29,65+/Supportive,Montclare Sr. Residences SLF of Lawndale,4339-47 W. 18th Pl,60623,773-277-0288,Montclare Supportive Living,120,1147554.6573559649,1890603.2643213256,41.8557715313,-87.7338879,"(41.8557715313, -87.7338879)"
North Lawndale,29,Multifamily,Park Douglas,1254-56 S. Fairfiled Ave.,60608,773-893-4800,Interstate Realty Management Co.,7,1158194.723186772,1894001.2512195657,41.8648854853,-87.6947407139,"(41.8648854853, -87.6947407139)"
North Lawndale,29,Multifamily,Park Douglas,1260 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,1,1158196.4804451861,1893944.2527500594,41.8647290398,-87.6947358195,"(41.8647290398, -87.6947358195)"
North Lawndale,29,Multifamily,Park Douglas,1255 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,5,1158274.6832462612,1894003.7788442404,41.8648907888,-87.69444711,"(41.8648907888, -87.69444711)"
